"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment","gene","id"
"1",32.927032842081,0.109168800638606,0.291720236664437,0.374224297521678,0.708237448347057,0.811089405003767,"Nifedipine","A2M_12371","A2M_12371/Nifedipine"
"2",215.210018627713,-0.756537860007442,0.209588354684614,-3.60963690537993,0.000306625909021296,0.00191598841493418,"Nifedipine","AARS_3","AARS_3/Nifedipine"
"3",151.205917766057,0.346120000638995,0.185566416507406,1.86520819420566,0.0621522274245176,0.137831704347313,"Nifedipine","AASDHPPT_21936","AASDHPPT_21936/Nifedipine"
"4",30.3851194993422,0.369181628218487,0.249592630505074,1.47913673361033,0.139103774297872,0.252894488641672,"Nifedipine","AATF_26432","AATF_26432/Nifedipine"
"5",0.840465496097652,-0.0758510166570584,0.379996589673614,-0.199609729977335,0.841785817508433,NA,"Nifedipine","ABCA6_22690","ABCA6_22690/Nifedipine"
"6",1.05554611151815,0.053696745944851,0.396639606368459,0.135379183225009,0.892312081983677,0.932721778857245,"Nifedipine","ABCA6_28368","ABCA6_28368/Nifedipine"
"7",0.667061481457981,-0.459885278245415,0.376049769357886,-1.22293726979458,0.221353390383901,NA,"Nifedipine","ABCB1_12","ABCB1_12/Nifedipine"
"8",31.4460934579426,0.283167187926426,0.227815367604563,1.24296789502779,0.213879664369504,0.349059019338974,"Nifedipine","ABCB10_14348","ABCB10_14348/Nifedipine"
"9",0.459871066706658,-0.280702948686188,0.32021696165704,-0.876602373695705,0.380702649458511,NA,"Nifedipine","ABCB11_21010","ABCB11_21010/Nifedipine"
"10",2.23900245269362,0.0879394263377053,0.392862030607373,0.223843027542644,0.822879448199694,0.885515371944675,"Nifedipine","ABCB6_26787","ABCB6_26787/Nifedipine"
"11",64.1749089341152,0.0290978141856052,0.231533539063359,0.12567429454634,0.899989750489602,0.935555445853221,"Nifedipine","ABCC1_15868","ABCC1_15868/Nifedipine"
"12",0.353370818984933,0.142898031943164,0.347976070260065,0.410654766680845,0.681325699220803,NA,"Nifedipine","ABCC2_22","ABCC2_22/Nifedipine"
"13",0.218472103893818,-0.0567709252740681,0.258886122157588,-0.219289179353966,0.826424790407592,NA,"Nifedipine","ABCC2_26620","ABCC2_26620/Nifedipine"
"14",0.531255670674857,-0.0942747820557274,0.364172138348434,-0.258874230421018,0.795732281721354,NA,"Nifedipine","ABCC3_23353","ABCC3_23353/Nifedipine"
"15",0.603103306767506,0.0270341619086278,0.37071051815397,0.0729252626638435,0.941865590763647,NA,"Nifedipine","ABCC3_26788","ABCC3_26788/Nifedipine"
"16",19.1351345991004,-0.00398893258949766,0.22514573437729,-0.0177171137642482,0.985864527981024,0.990242256790886,"Nifedipine","ABCC4_16668","ABCC4_16668/Nifedipine"
"17",85.8125604942789,-0.709090433148016,0.175554970787408,-4.03913617465553,5.36484135464732e-05,0.000463178287947032,"Nifedipine","ABCC4_26789","ABCC4_26789/Nifedipine"
"18",152.376583045847,-0.238915761777522,0.165148076335515,-1.44667601996248,0.147987683730683,0.265252092392081,"Nifedipine","ABCC5_26","ABCC5_26/Nifedipine"
"19",122.938322570129,0.222699451365216,0.185922313704606,1.19780916517122,0.230991318342355,0.36714051008116,"Nifedipine","ABCF1_35","ABCF1_35/Nifedipine"
"20",15.9395465872114,-0.236290334352634,0.283362906821768,-0.833878848162925,0.404349257625552,0.55231764537983,"Nifedipine","ABCF3_36","ABCF3_36/Nifedipine"
"21",1.7786622636615,0.484934242641719,0.402464217118354,1.20491269040972,0.228237009015269,0.365026694246606,"Nifedipine","ABCG1_37","ABCG1_37/Nifedipine"
"22",0.793433398206304,-0.351497130579641,0.383451161917955,-0.916667272101912,0.359317020975817,NA,"Nifedipine","ABCG2_25072","ABCG2_25072/Nifedipine"
"23",1.15913470859918,0.560644297638442,0.405313717599243,1.38323543787083,0.166592686946454,0.28964846877239,"Nifedipine","ABHD4_42","ABHD4_42/Nifedipine"
"24",20.2245090777136,-0.180629955164654,0.242310392479724,-0.745448650865312,0.456000542272677,0.601442114647694,"Nifedipine","ABHD6_45","ABHD6_45/Nifedipine"
"25",1.00581615998216,0.107195203763783,0.39642685340572,0.27040348766201,0.786849857244459,0.862332547038259,"Nifedipine","ABL1_46","ABL1_46/Nifedipine"
"26",47.8471920702,-0.152127734889317,0.378748227364208,-0.401659265702726,0.687934806786898,0.797186748438506,"Nifedipine","ACAA1_48","ACAA1_48/Nifedipine"
"27",5.31889757549931,-0.54447920568056,0.330174965286251,-1.64906265745652,0.0991347988989507,0.197223320236963,"Nifedipine","ACADL_23253","ACADL_23253/Nifedipine"
"28",143.731297305457,-0.211441382416144,0.178768923228921,-1.18276364033017,0.23690283433861,0.372652441776033,"Nifedipine","ACADM_22566","ACADM_22566/Nifedipine"
"29",161.96395147234,0.0610935090834407,0.203302714292331,0.300505132438092,0.763791882117174,0.84525305154063,"Nifedipine","ACADVL_20681","ACADVL_20681/Nifedipine"
"30",349.824803114513,-0.0330191332669912,0.132296358658597,-0.249584596294144,0.802908612043688,0.875240395940814,"Nifedipine","ACAT1_22692","ACAT1_22692/Nifedipine"
"31",34.8802904164447,0.780360249684988,0.284912445191071,2.73894757093413,NA,NA,"Nifedipine","ACAT2_56","ACAT2_56/Nifedipine"
"32",124.021824445,-0.310644471627637,0.155713471739087,-1.99497492515067,0.0460456147413575,0.108948933624425,"Nifedipine","ACBD3_59","ACBD3_59/Nifedipine"
"33",12.8663299540535,0.122755149279657,0.251694585368356,0.487714700338128,0.625751937776476,0.749185276002099,"Nifedipine","ACD_60","ACD_60/Nifedipine"
