"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment","gene","id"
"1",32.927032842081,0.0161587716311265,0.296971071578275,0.0544119383253376,0.956606967538179,0.992018196379835,"Propranolol","A2M_12371","A2M_12371/Propranolol"
"2",215.210018627713,-0.0458898924456059,0.209445284727429,-0.21910205572461,0.826570549441359,0.968475156977138,"Propranolol","AARS_3","AARS_3/Propranolol"
"3",151.205917766057,-0.108048337130201,0.190995386364928,-0.565711765014872,0.571589736150231,0.89641642032513,"Propranolol","AASDHPPT_21936","AASDHPPT_21936/Propranolol"
"4",30.3851194993422,0.313024094946767,0.257626633193687,1.21503002646249,0.224354639466673,0.673433776606183,"Propranolol","AATF_26432","AATF_26432/Propranolol"
"5",0.840465496097652,0.0808734392841576,0.372386124534549,0.217176296203954,0.828070956728853,NA,"Propranolol","ABCA6_22690","ABCA6_22690/Propranolol"
"6",1.05554611151815,0.298428139188187,0.391338132456988,0.762583848689948,0.445711619919932,NA,"Propranolol","ABCA6_28368","ABCA6_28368/Propranolol"
"7",0.667061481457981,-0.278496534944772,0.367875825117946,-0.757039511513111,0.449026191205758,NA,"Propranolol","ABCB1_12","ABCB1_12/Propranolol"
"8",31.4460934579426,-0.0490449570946284,0.242003317695965,-0.202662333564554,0.839398965647178,0.973839581914299,"Propranolol","ABCB10_14348","ABCB10_14348/Propranolol"
"9",0.459871066706658,-0.0499305765792126,0.319562492821879,-0.156246673814262,0.875838588096878,NA,"Propranolol","ABCB11_21010","ABCB11_21010/Propranolol"
"10",2.23900245269362,0.240781185256369,0.393312617069426,0.61218779872975,0.540413513239357,NA,"Propranolol","ABCB6_26787","ABCB6_26787/Propranolol"
"11",64.1749089341152,0.0307383006132158,0.236486432006357,0.129979129679582,0.896582938702248,0.979133549135094,"Propranolol","ABCC1_15868","ABCC1_15868/Propranolol"
"12",0.353370818984933,0.210368224782121,0.34371109762833,0.612049556251458,0.540504970634916,NA,"Propranolol","ABCC2_22","ABCC2_22/Propranolol"
"13",0.218472103893818,-0.0727649193837792,0.258816064805837,-0.281145296905612,0.778598959756565,NA,"Propranolol","ABCC2_26620","ABCC2_26620/Propranolol"
"14",0.531255670674857,-0.0140259932696843,0.355629797093799,-0.0394398708553234,0.968539692278513,NA,"Propranolol","ABCC3_23353","ABCC3_23353/Propranolol"
"15",0.603103306767506,0.432174318732334,0.366465965595936,1.17930274378835,0.238277646092761,NA,"Propranolol","ABCC3_26788","ABCC3_26788/Propranolol"
"16",19.1351345991004,-0.0409336888742038,0.242607362561693,-0.168724017449366,0.866013726424024,0.976963241913557,"Propranolol","ABCC4_16668","ABCC4_16668/Propranolol"
"17",85.8125604942789,-0.0242277426996374,0.175178762111127,-0.138302967823624,0.890000980068505,0.978328335887238,"Propranolol","ABCC4_26789","ABCC4_26789/Propranolol"
"18",152.376583045847,0.202978191136031,0.166590663891908,1.21842476879576,0.223062597405184,0.673433776606183,"Propranolol","ABCC5_26","ABCC5_26/Propranolol"
"19",122.938322570129,0.133618464895696,0.190155198338954,0.702681105028321,0.48225450549286,0.854553158739949,"Propranolol","ABCF1_35","ABCF1_35/Propranolol"
"20",15.9395465872114,0.577720705635918,0.280679608150692,2.0582924047897,0.0395620728448696,0.433331944084449,"Propranolol","ABCF3_36","ABCF3_36/Propranolol"
"21",1.7786622636615,0.143698882449538,0.397187799488254,0.361790776641889,0.717508385101426,NA,"Propranolol","ABCG1_37","ABCG1_37/Propranolol"
"22",0.793433398206304,-0.0119440108727427,0.377427080280221,-0.0316458767714146,0.974754457321241,NA,"Propranolol","ABCG2_25072","ABCG2_25072/Propranolol"
"23",1.15913470859918,-0.14628111634752,0.389959426015295,-0.37511881131393,0.707572107438575,NA,"Propranolol","ABHD4_42","ABHD4_42/Propranolol"
"24",20.2245090777136,0.209266081174633,0.247798237589664,0.844501894808318,0.398389004984323,0.807259473796452,"Propranolol","ABHD6_45","ABHD6_45/Propranolol"
"25",1.00581615998216,-0.258108313847248,0.381984816100909,-0.675703072394017,0.499229184900223,NA,"Propranolol","ABL1_46","ABL1_46/Propranolol"
"26",47.8471920702,0.271615929574547,0.378872945589154,0.716905054152599,0.473432683194064,0.851556665528507,"Propranolol","ACAA1_48","ACAA1_48/Propranolol"
"27",5.31889757549931,-0.281224647149171,0.339652655399275,-0.827977178092662,0.407683424682795,0.812330908969015,"Propranolol","ACADL_23253","ACADL_23253/Propranolol"
"28",143.731297305457,-0.105290913949912,0.182192075895392,-0.577911599241924,0.563323803755434,0.891136388880006,"Propranolol","ACADM_22566","ACADM_22566/Propranolol"
"29",161.96395147234,0.360877916145068,0.204643841568797,1.76344381232576,0.0778256659626094,0.50295183433527,"Propranolol","ACADVL_20681","ACADVL_20681/Propranolol"
"30",349.824803114513,-0.34756194141437,0.136295275299447,-2.55006595533676,0.0107702541457154,0.250185302305287,"Propranolol","ACAT1_22692","ACAT1_22692/Propranolol"
"31",34.8802904164447,1.52208717205623,0.284578785664894,5.34856162415622,NA,NA,"Propranolol","ACAT2_56","ACAT2_56/Propranolol"
"32",124.021824445,-0.00835965060701182,0.158842900347357,-0.0526284183223232,0.95802797379441,0.992018196379835,"Propranolol","ACBD3_59","ACBD3_59/Propranolol"
"33",12.8663299540535,0.183369143268089,0.266859666007177,0.687136973570061,0.491996416732038,0.861090882174029,"Propranolol","ACD_60","ACD_60/Propranolol"
"34",6.15532463426288,-0.251116909098577,0.357258309467444,-0.7029001214077,0.482117995496952,0.854553158739949,"Propranolol","ACE_26793","ACE_26793/Propranolol"
