"","X233_S233_L001_R1_001","X231_S231_L001_R1_001","X229_S229_L001_R1_001","X121_S121_L001_R1_001","X123_S123_L001_R1_001","X125_S125_L001_R1_001","X133_S133_L001_R1_001","X135_S135_L001_R1_001","X137_S137_L001_R1_001","X277_S277_L001_R1_001","X279_S279_L001_R1_001","X281_S281_L001_R1_001","X283_S283_L001_R1_001","X285_S285_L001_R1_001","X287_S287_L001_R1_001","X006_S6_L001_R1_001","X004_S4_L001_R1_001","X002_S2_L001_R1_001","X012_S12_L001_R1_001","X010_S10_L001_R1_001","X008_S8_L001_R1_001","X024_S24_L001_R1_001","X022_S22_L001_R1_001","X020_S20_L001_R1_001","X098_S98_L001_R1_001","X100_S100_L001_R1_001","X102_S102_L001_R1_001","X110_S110_L001_R1_001","X112_S112_L001_R1_001","X248_S248_L001_R1_001","X250_S250_L001_R1_001","X252_S252_L001_R1_001","X260_S260_L001_R1_001","X262_S262_L001_R1_001","X264_S264_L001_R1_001"
"ABCC1_15868",40.9198191039178,46.5235713461872,87.3477692407762,54.4653643734412,53.57216514047,71.556897348494,125.050915365103,67.8257092389905,111.90505725484,100.092104635435,64.6426278043482,61.471406986291,47.9673214678126,54.3758113790203,47.1939736163154,69.2118170603969,66.5986072686525,63.5848780405612,71.995046440117,80.0779258715479,45.5349926804344,73.0869490315404,71.1259123225334,52.6010100406173,61.8570546816463,47.9151214506588,42.298317438124,84.8807439354956,51.6162191120526,54.1876089431186,66.2031809362409,56.6355087754964,41.9073010714094,52.1750444291684,57.7180588627783
"ABCC2_22",1.34163341324321,1.47693877289483,1.22164712224862,0,0,0,0,1.23319471343619,0,0,0,0.830694689003932,0.813005448606993,0,0,0,1.14825184945953,0,0,0,0.632430453894923,0,0.740894920026389,0,0,0,0.755327097109357,0,0,0,0,0,0,2.17396018454868,0
"ABCC2_26620",0,0.738469386447415,0.610823561124309,0,0,0,0.817326244216361,1.23319471343619,3.05195610695019,0,0,0,0,0,0,0,0,0,0,0.580274825156144,0,0,0,0,0,0,0,0,0.614478798953007,0,0,0,0,0,0
"ABCC3_23353",1.34163341324321,0,0.610823561124309,0,2.06046789001808,0,0,2.46638942687238,1.01731870231673,0,0,0,0,2.13238475996158,0,0.988740243719956,0,0,0,0,1.26486090778985,1.01509651432695,0.740894920026389,0,0,0,0,2.30968010708831,0.614478798953007,0,0,0.560747611638578,1.47043161654068,0,0
"ABCC3_26788",0.670816706621603,2.21540815934225,0,1.15883753986045,0,0,0,3.69958414030857,1.01731870231673,1.20592897151126,0,0.830694689003932,0,0,0,0,1.14825184945953,1.6732862642253,0,0,0.632430453894923,3.04528954298085,0,1.42164892001668,0,0,0,1.15484005354416,0,0.712994854514719,0.521284889261739,0,0,0,0
"ABCC4_16668",18.7828677854049,16.2463265018431,21.3788246393508,22.0179132573486,24.7256146802169,23.8522991161647,9.80791493059633,18.4979207015429,20.3463740463346,9.6474317720901,18.5958244368673,23.2594512921101,18.6991253179608,14.9266933197311,20.8742575610626,26.6959865804388,16.0755258924334,20.0794351707035,21.6759279604653,11.6054965031229,23.3999267941122,16.2415442292312,18.5223730006597,19.9030848802336,27.8356746067409,15.3690012200226,10.574579359531,13.8580806425299,20.8922791644022,18.5378662173827,18.7662560134226,21.8691568539045,27.938200714273,21.7396018454868,16.4908739607938
"ABCC4_26789",85.1937217409435,93.0471426923743,91.0127106075221,91.5481656489756,88.6001192707773,98.8166677669679,62.9341208046598,72.7584880927352,69.1776717575377,100.092104635435,83.2384522412155,117.127951149554,88.6175938981623,91.692544678348,81.6818774128536,122.603790221275,128.604207139467,98.7238895892924,45.6742767738377,42.3600622363985,62.6106149355974,59.8906943452901,101.502604043615,90.9855308810678,125.260535730334,111.19924412134,85.3519619733574,51.9678024094871,65.1347526890187,95.5413105049723,80.2778729463079,85.2336369690639,77.9328756766561,86.9584073819474,70.0862143333737
"ABCC5_26",165.691726535536,210.463775137513,150.26259603658,179.61981867837,160.71649542141,166.966093813153,139.762787760998,106.054745355512,160.736354966044,112.151394350547,172.675512628053,115.466561771547,129.267866328512,165.259818897023,157.918296331517,135.457413389634,177.979036666227,214.180641820838,140.893531743025,125.339362233727,99.9240117153978,217.230654065967,147.438089085251,143.586540921685,213.40683865168,117.527656388408,133.692896188356,142.045326585931,101.389001827246,156.858867993238,132.406361872482,134.01867918162,161.747477819475,134.785531442018,210.258643000121
"ABCF1_35",107.330673059456,103.385714102638,141.100242619715,110.089566286743,88.6001192707773,92.0017251623494,192.888993635061,99.8887717883314,191.255916035545,116.975110236593,160.278296336808,127.926982106606,110.568741010551,84.2291980184825,100.740982142519,153.254737776593,87.267140558924,112.110179703095,161.021179134885,150.291179715441,118.264494878351,174.596600464235,122.988556724381,102.358722241201,100.517713857675,119.335774178999,113.299064566404,157.058247282005,113.064099007353,103.384253904634,112.076251191274,121.121484113933,100.724565733037,145.655332364762,107.19068074516
"ABCF3_36",11.4038840125672,11.8155101831586,7.94070629461602,27.8121009566508,10.3023394500904,17.0373565115462,26.9717660591399,16.0315312746705,17.2944179393844,8.44150280057884,9.74066994312096,14.1218097130669,9.75606538328392,6.39715427988475,14.521222651174,16.8085841432392,11.4825184945953,30.1191527560553,9.289683411628,15.0871454540597,12.0161786240035,42.6340536017319,22.9677425208181,8.52989352010011,12.3714109363293,10.8487067435454,12.0852335537497,22.5193810441111,14.1330123759192,17.1118765083532,14.5959768993287,15.7009331258802,13.9691003571365,13.0437611072921,32.9817479215876
"ABCG1_37",3.35408353310801,2.21540815934225,4.27576492787016,1.15883753986045,4.12093578003615,0,1.63465248843272,2.46638942687238,3.05195610695019,0,0.885515449374633,0,2.43901634582098,0,1.81515283139675,3.95496097487982,1.14825184945953,1.6732862642253,3.09656113720934,4.64219860124915,0.632430453894923,0,1.48178984005278,2.84329784003337,0,0,2.26598129132807,4.61936021417663,3.68687279371804,1.42598970902944,0,3.36448566983147,0,0,0
"ABCG2_25072",0,1.47693877289483,0,3.47651261958135,0,0,1.63465248843272,2.46638942687238,1.01731870231673,0,0,0,0,0,0,0,1.14825184945953,1.6732862642253,0,0,0.632430453894923,1.01509651432695,0.740894920026389,1.42164892001668,1.54642636704116,1.8081177905909,0,0.577420026772079,0,0.712994854514719,1.56385466778522,0,0.735215808270341,0,4.12271849019845
"ABHD4_42",2.01245011986481,3.69234693223708,1.22164712224862,0,0,0,0.817326244216361,6.16597356718095,1.01731870231673,0,1.77103089874927,0,0,1.06619237998079,0.907576415698373,0,1.14825184945953,0,3.87070142151167,1.74082447546843,2.52972181557969,1.01509651432695,0,0,0,0,0,3.46452016063247,1.84343639685902,1.42598970902944,1.56385466778522,1.12149522327716,0,2.17396018454868,0
"ABHD6_45",12.7455174258104,19.2002040476328,14.0489419058591,13.9060504783254,16.4837431201446,17.0373565115462,22.8851348380581,16.0315312746705,32.5541984741354,24.1185794302253,15.0537626393688,20.7673672250983,11.3820762804979,22.3900399795966,27.2272924709512,19.7748048743991,25.2615406881096,35.1390115487312,14.7086654017443,18.5687944049966,17.0756222551629,39.5887640587511,12.5952136404486,18.4814359602169,15.4642636704116,22.6014723823862,18.8831774277339,14.435500669302,18.4343639685902,17.824871362868,22.9365351275165,21.308409242266,12.4986687405958,15.2177212918408,41.2271849019845
"ABL1_46",1.34163341324321,1.47693877289483,1.22164712224862,0,2.06046789001808,0,3.26930497686544,0,5.08659351158366,0,0,0.830694689003932,0.813005448606993,0,0.907576415698373,0.988740243719956,0,1.6732862642253,2.322420852907,1.74082447546843,0.632430453894923,1.01509651432695,0,0,0,1.8081177905909,0,5.19678024094871,0.614478798953007,0,0.521284889261739,1.68224283491573,0,0,0
"ACAA1_48",16.7704176655401,19.2002040476328,7.32988273349171,111.248403826603,63.8745045905604,61.3344834415663,13.8945461516781,7.39916828061714,12.2078244278008,13.2652186866239,8.85515449374633,16.6138937800786,24.3901634582098,30.9195790194429,42.6560915378235,68.223076816677,76.9328739137883,66.9314505690118,41.0294350680237,35.3967643345248,41.10797950317,86.2832037177908,68.1623326424278,54.022658960634,89.6927292883872,74.1328294142268,50.6069155063269,38.1097217669572,41.1700795298514,15.6858867993238,18.2449711241609,11.2149522327716,72.7863650187638,134.785531442018,140.172428666747
"ACADL_23253",3.35408353310801,2.95387754578966,3.66494136674586,6.95302523916271,8.24187156007231,3.40747130230924,4.0866312210818,4.93277885374476,5.08659351158366,6.02964485755632,2.6565463481239,5.81486282302753,4.06502724303497,3.19857713994237,6.35303490988861,0.988740243719956,5.74125924729763,3.34657252845059,3.09656113720934,4.06192377609301,4.42701317726446,2.0301930286539,7.40894920026389,5.68659568006674,1.54642636704116,9.94464784824994,7.55327097109357,9.23872042835326,9.2171819842951,6.41695369063247,8.34055822818783,4.48598089310862,2.94086323308136,6.52188055364605,12.3681554705954
"ACADM_22566",79.8271880879707,100.431836556848,106.894123196754,166.872605739905,171.0188348715,163.558622510843,103.800433015478,159.082118033269,112.922375957157,88.0328149203222,111.574946621204,112.974477704535,156.91005158115,140.737394157464,150.65768500593,175.007023138432,111.380429397574,152.269050044502,116.895182929652,132.882934960757,136.604978041303,131.962546862504,162.996882405806,122.261807121435,184.024737677898,170.86713121084,152.57607361609,127.609825916629,154.234178537205,151.15490915712,135.534071208052,131.214941123427,149.98402488715,254.353341592196,251.485827902106
"ACADVL_20681",99.2808725799972,120.370509990929,74.5204744571657,136.742829703533,140.111816521229,126.076438185442,122.598936632454,123.319471343619,164.80562977531,90.4446728633447,116.888039317452,93.8684998574444,110.568741010551,114.082584657945,142.489497264645,199.725529231431,182.572044064065,239.279935784217,154.053916576164,157.254477617315,182.139970721738,240.577873895487,168.18314684599,216.090635842536,219.592544119844,192.564544697931,151.065419421871,239.629311110413,182.500203289043,189.656631300915,159.513176114092,144.672883802753,204.389994699155,221.743938823966,247.363109411907
"ACAT1_22692",309.91731845918,346.342142243838,394.592020486304,331.427536400089,319.372522952802,361.191958044779,438.086866899969,402.021476580198,351.992271001589,484.783446547528,422.3908693517,384.611641008821,368.291468218968,307.063405434468,334.8956973927,373.743812126143,314.62100675191,343.023684166186,363.845933622097,369.054788799308,328.86383602536,260.879804182026,283.021859450081,301.389571043537,250.521071460668,304.667847714566,351.227100155851,326.819735152996,417.231104489091,372.896308911198,468.113830557042,387.476599642257,347.757077311871,282.614823991329,239.11767243151
"ACAT2_56",48.2988028767554,30.277244844344,32.3736487395884,20.8590757174881,20.6046789001808,13.6298852092369,31.8757235244381,40.6954255433943,27.4676049625517,32.5600822308041,30.9930407281121,25.7515353591219,30.8942070470657,39.4491180592893,13.6136462354756,35.5946487739184,27.5580443870286,35.1390115487312,44.9001364895354,49.3233601382722,48.6971449499091,215.200461037313,33.3402714011875,25.5896805603003,17.0106900374527,28.9298846494544,18.1278503306246,28.2935813118319,31.9528975455563,26.3808096170446,31.2770933557044,27.4766329702903,22.7916900563806,17.3916814763895,16.4908739607938
"ACBD3_59",91.2310721005379,96.7394896246114,120.332241541489,85.7539779496734,125.688541291103,95.4091964646586,188.802362413979,127.019055483928,126.147519087275,180.889345726689,117.773554766826,110.482393637523,111.381746459158,104.486853238118,99.833405726821,119.637569490115,134.345466386765,125.496469816897,98.3158161063964,95.1650713256076,115.734773062771,117.751195661926,131.879295764697,137.899945241618,86.5998765543049,134.704775399022,129.916260702809,134.538866237894,145.631475351863,151.15490915712,146.481053882549,138.504660074729,116.164097706714,158.699093472054,140.172428666747
