"","dose_0.1_1","dose_1_1","dose_10_1","VEHICLE_0_1","VEHICLE_0_10","VEHICLE_0_11","VEHICLE_0_12","VEHICLE_0_13","VEHICLE_0_14","VEHICLE_0_15","VEHICLE_0_16","VEHICLE_0_17","VEHICLE_0_19","VEHICLE_0_2","VEHICLE_0_20","VEHICLE_0_21","VEHICLE_0_22","VEHICLE_0_23","VEHICLE_0_24","VEHICLE_0_3","VEHICLE_0_4","VEHICLE_0_5","VEHICLE_0_6","VEHICLE_0_7","VEHICLE_0_8","VEHICLE_0_9","p_rho","s_rho","p_rho_pval","s_rho_pval","Wilcoxon_pval","spear_trt_pval","mcc_pval_all","mcc_pval_trt","treatment","probe","gene","p_rho_qval","s_rho_qval","Wilcoxon_qval","spear_trt_qval","mcc_qval_all","mcc_qval_trt","id"
"57",51.8718741909842,35.5958073332453,36.5833890176384,62.5772271524644,49.5933323650266,60.7729656589051,66.2530783459812,46.3927910112347,50.6272981365451,59.6708406716392,56.5871626236637,48.5438251172875,71.2994854514719,57.6931009205062,65.6818960469791,55.5140135522192,55.8764014285459,69.5667259055579,70.0862143333737,64.7419547438755,71.9247094910397,41.9286202568305,75.2815839714381,44.6193719459167,47.8178342662302,62.3021016752949,-0.554350880036561,-0.450289734532108,0.00329595500701684,0.0209799951663725,0.0238461538461538,1,0.00109579974867439,0.367799227336472,"Isoproterenol","CDK19_1201","CDK19",0.1410191409061,0.472697421958394,0.483547008547008,1,0.145882178415436,0.878988101409936,"Isoproterenol/CDK19_1201"
"58",11.7130038495771,16.0755258924334,15.8198438995193,6.95302523916271,6.50404358885594,7.46334665986554,5.44545849419024,6.18570546816463,5.42435337177269,4.53196258265614,3.46452016063247,3.07239399476503,3.56497427257359,0,4.69156400335565,7.85046656294009,3.6760790413517,6.52188055364605,12.3681554705954,0,2.45197873264908,2.46638942687238,8.13854961853385,3.61778691453379,7.08412359499706,3.32277875601573,0.748449224393999,0.539084659396278,1.09694682530894e-05,0.00448672282366555,0.00807442790412232,1,0.000571149588015346,0.366591235676349,"Isoproterenol","COL15A1_25820","COL15A1",0.00500481989047202,0.379606950611424,0.350961538461538,1,0.145882178415436,0.878988101409936,"Isoproterenol/COL15A1_25820"
"59",192.427920385909,95.3049035051407,100.851504859435,185.414006377672,186.991253179608,220.701822656024,156.10314350012,191.756869513104,178.099602373203,194.874391054214,213.067989878897,166.523754516265,193.221605573489,160.71649542141,197.566973030199,168.785031103212,192.626541766829,210.874137901222,222.626798470716,177.18850772008,237.024610822745,220.741853705078,254.329675579183,226.714646644117,174.446543526803,183.583526269869,-0.699276180663134,-0.391154557356892,7.04320490782391e-05,0.0481608301712827,0.0638461538461538,1,0.00197253941649297,0.3657167226555,"Isoproterenol","COL16A1_11319","COL16A1",0.0183626413668266,0.533697382693187,0.576827875095202,1,0.145882178415436,0.878988101409936,"Isoproterenol/COL16A1_11319"
"60",187.408061593233,168.79302187055,220.48907434955,98.5011908881383,136.584915365975,99.1558913382136,130.691003860566,146.91050486891,103.966772958977,120.097008440388,128.187245943401,119.823365795836,137.608006921341,109.204798170958,111.554966302012,105.420550988053,80.8737389097375,89.1323675664961,131.926991686351,146.521265999297,165.099901331705,151.682949752651,188.203959928595,129.034399951705,98.2922148805842,124.60420335059,0.66493064605397,0.52297672314331,0.000210761053579975,0.00611962287138615,0.00307692307692308,1,0.00161925100641947,0.564696458589823,"Isoproterenol","ENO2_13140","ENO2",0.0427376580870504,0.379606950611424,0.175480769230769,1,0.145882178415436,0.890764767503502,"Isoproterenol/ENO2_13140"
"61",322.944248995482,299.693732708936,236.308918249069,387.051738313391,402.437697060462,491.514687171145,426.560915378235,372.688754456919,402.306208406475,339.897193699211,266.190632341928,354.554266995885,458.455691452964,418.27498167367,458.730702550331,444.112108417754,399.957399699065,386.964912849666,408.149130529647,490.67586753253,417.65371079456,466.14760167888,314.35147901587,476.341943746949,370.145457838596,432.791932971049,-0.614211912819009,-0.509424911707323,0.000843992945773165,0.00785656312064525,0.00538461538461539,0.333333333333333,0.0016974065360407,0.166376490582465,"Isoproterenol","HS2ST1_3103","HS2ST1",0.0700130511834557,0.392898374126818,0.251972386587771,0.8803666184274,0.145882178415436,0.852153489523053,"Isoproterenol/HS2ST1_3103"
"62",100.397175853518,153.865747827577,156.220958507753,81.1186277902316,84.5525666551273,104.486853238118,96.2031000640275,68.042760149811,99.4464784824994,110.277756177966,121.258205622137,109.377226213635,115.505166431384,76.2373119306689,120.416809419462,128.971950676873,116.164097706714,93.4802879355934,86.5770882941675,112.446552976205,94.8098443290979,91.2564087942781,99.6972328270397,107.327678464502,112.460462070578,122.112119283578,0.646880897130136,0.377602745920906,0.000355317690380613,0.0571970383115538,0.0784615384615385,0.333333333333333,0.00203320109289807,0.309582482574228,"Isoproterenol","MTHFD2_4349","MTHFD2",0.0498811373034322,0.543669765200967,0.614559260482007,0.8803666184274,0.145882178415436,0.874900928970106,"Isoproterenol/MTHFD2_4349"
"63",391.548985828719,427.149687998944,488.437680397658,223.655645193067,283.738901563841,233.496131215793,224.171374677498,261.346056029956,299.243494342794,293.82224077554,436.529540239691,371.145194567616,287.336926369432,228.711935792007,354.995009587244,305.607448343025,224.976037330724,239.135620300355,272.099420353098,265.78276158012,433.182909434671,399.555087153326,419.135305354493,317.159319507462,302.846283686124,289.081751773368,0.573827297363746,0.463841545968094,0.00217619204215314,0.0169951925791927,0.0176923076923077,0.333333333333333,0.00128475648760308,0.0966956236789797,"Isoproterenol","PGAM1_5090","PGAM1",0.114809434330182,0.472037391341133,0.419330669330669,0.8803666184274,0.145882178415436,0.852153489523053,"Isoproterenol/PGAM1_5090"
"64",3595.89218182016,2998.08557893882,2782.31504582796,3740.72757866954,4234.13237634522,3949.17657544885,3934.34376205245,3556.78064419466,3776.25400564909,3287.93885371703,3159.06496647004,3262.88242244046,4310.76689039599,4201.29402774686,3683.92031241271,4064.29868915641,3495.2159525172,3326.15908235949,3615.62411590404,3935.62935416717,4466.68792464241,4548.02210315267,4093.69045812253,4404.05260395913,3916.634832584,4444.21658617104,-0.571163105408401,-0.466305511683728,0.00230679678014955,0.0163422720692497,0.0176923076923077,0.333333333333333,0.0010550341614106,0.168542420892728,"Isoproterenol","PPP1CB_18519","PPP1CB",0.114809434330182,0.472037391341133,0.419330669330669,0.8803666184274,0.145882178415436,0.852153489523053,"Isoproterenol/PPP1CB_18519"
"65",187.408061593233,109.083925698655,125.570010952434,263.056121548322,252.031689068168,245.224247395582,290.424453023479,273.717466966285,229.630959405044,231.885418812573,142.622746612703,180.656766892184,300.883828605211,296.707376162603,230.407921053689,261.308387023577,272.029849060026,226.091859193063,243.240390921709,265.78276158012,157.743965133758,157.848923319832,156.667080156777,235.156149444696,207.210615153664,243.393543878152,-0.573958080787826,-0.479857323119715,0.00216994735017507,0.0131090010886896,0.0123076923076923,1,0.0016668757720719,0.461278662364301,"Isoproterenol","TPX2_7308","TPX2",0.114809434330182,0.462328319544636,0.362282878411911,1,0.145882178415436,0.885381112415951,"Isoproterenol/TPX2_7308"
"66",29.7242313330614,27.2729167823388,16.256945970349,40.5593138951158,25.2031689068168,39.4491180592893,32.6727509651414,57.2177755805229,34.3542380212271,41.5429903410146,36.954881713413,38.7121643340394,38.5017221437948,45.3302935803977,29.1919537986574,29.1588758052061,50.7298907706535,52.1750444291684,82.4543698039691,40.8896556277108,19.6158298611927,34.5294519762133,25.4329675579183,24.1185794302253,26.565463481239,19.1059778470904,-0.33518801497751,-0.340643260186396,0.0941510110861677,0.0885904177654942,0.113076923076923,0.333333333333333,0.0702163699394621,0.224020092002959,"Nifedipine","AHR_23752","AHR",0.178218677891083,0.158117074746009,0.191739130434783,0.89067055393586,0.136847886363702,0.872196639658773,"Nifedipine/AHR_23752"
